date,3003680_hwl
2024-07-07 03:00:00,0.4288875093366458
2024-07-07 04:00:00,0.43521754902236354
2024-07-07 05:00:00,0.4406884171138594
2024-07-07 06:00:00,0.4462392276710252
2024-07-07 07:00:00,0.45121061260554485
2024-07-07 08:00:00,0.4558305750083458
2024-07-07 09:00:00,0.4601831863304575
2024-07-07 10:00:00,0.4380978726556959
2024-07-07 11:00:00,0.4249911624383104
2024-07-07 12:00:00,0.4152790718544131
2024-07-07 13:00:00,0.418360076150569
2024-07-07 14:00:00,0.4393595763203655
2024-07-07 15:00:00,0.462587095456674
2024-07-07 16:00:00,0.48346799189257306
2024-07-07 17:00:00,0.49782285528721015
2024-07-07 18:00:00,0.5112245030260794
2024-07-07 19:00:00,0.5219446243596435
2024-07-07 20:00:00,0.5306928796297603
2024-07-07 21:00:00,0.5376898218643253
2024-07-07 22:00:00,0.5432409094184125
2024-07-07 23:00:00,0.5475893571305495
2024-07-08 00:00:00,0.5510392037465879
2024-07-08 01:00:00,0.5538317828342976
2024-07-08 02:00:00,0.5560525133193153
2024-07-08 03:00:00,0.5579147982465029
2024-07-08 04:00:00,0.5594117934835943
2024-07-08 05:00:00,0.5607005562850231
2024-07-08 06:00:00,0.5618416104781154
2024-07-08 07:00:00,0.5611427818700383
2024-07-08 08:00:00,0.5593690897915451
2024-07-08 09:00:00,0.5585775364640293
2024-07-08 10:00:00,0.5551989588475594
2024-07-08 11:00:00,0.5539408619136372
2024-07-08 12:00:00,0.5546860297983569
2024-07-08 13:00:00,0.5381805334521239
2024-07-08 14:00:00,0.5234069372738679
2024-07-08 15:00:00,0.5245482107561896
2024-07-08 16:00:00,0.544915332725199
2024-07-08 17:00:00,0.5454842151525243
2024-07-08 18:00:00,0.5916098002117511
2024-07-08 19:00:00,0.6079078027807787
2024-07-08 20:00:00,0.6249746795543825
2024-07-08 21:00:00,0.6345796863023896
2024-07-08 22:00:00,0.6417150115822707
2024-07-08 23:00:00,0.6655842748777712
2024-07-09 00:00:00,0.6221244735654832
2024-07-09 01:00:00,0.7675976705802032
2024-07-09 02:00:00,0.8795336730841044
2024-07-09 03:00:00,0.9170454733370157
2024-07-09 04:00:00,2.0498368944301006
2024-07-09 05:00:00,2.103152153873495
2024-07-09 06:00:00,1.9827593199438667
2024-07-09 07:00:00,2.02294972659287
2024-07-09 08:00:00,2.176876177156416
2024-07-09 09:00:00,2.190237400657068
2024-07-09 10:00:00,2.260368404540202
2024-07-09 11:00:00,2.2767128848843328
2024-07-09 12:00:00,2.1332334655436966
2024-07-09 13:00:00,1.9120070119660326
2024-07-09 14:00:00,1.8877957267218335
2024-07-09 15:00:00,1.906278807963787
2024-07-09 16:00:00,1.8311361911140693
2024-07-09 17:00:00,1.7356054928616231
2024-07-09 18:00:00,1.6599575412949648
2024-07-09 19:00:00,1.6309135830954062
2024-07-09 20:00:00,1.589214466547844
2024-07-09 21:00:00,1.5475129493602964
2024-07-09 22:00:00,1.5586947610833732
2024-07-09 23:00:00,1.5897972680704697
2024-07-10 00:00:00,1.5467133515805216
2024-07-10 01:00:00,1.5527408045901865
2024-07-10 02:00:00,1.611584553255497
