,date,3001410_hrf,9000121_hrf,9000117_hrf,9000079_hrf,3013440_hrf,3013430_hrf,3013420_hrf,3012425_hrf,3007479_hrf,3011430_hrf,3009420_hrf,3009410_hrf,3008460_hrf,3008420_hrf,3007483_hrf,3007477_hrf,3007460_hrf,3007455_hrf,3007450_hrf,3007440_hrf,3007435_hrf,3007430_hrf,3007425_hrf,3005454_hrf,3005450_hrf,3003454_hrf,3003452_hrf,3003420_hrf,3001442_hrf,3007481_hrf,2010434_hrf,3003430_hrf,3003431_hrf,3003450_hrf,3004430_hrf,3004440_hrf,3005430_hrf,3005440_hrf,3007470_hrf,3007475_hrf,3007487_hrf,3008430_hrf,3008440_hrf,3008450_hrf,9000016_hrf,9000017_hrf,9000018_hrf,9000019_hrf,2008430_hrf,8000636_hrf,8000641_hrf,8000642_hrf,8000643_hrf,8000647_hrf,8000648_hrf,8000659_hrf,8000701_hrf,1004410_hrf,1004430_hrf,9000027_hrf,9000029_hrf,8000133_hrf,8000135_hrf,8000226_hrf,8000238_hrf,8000604_hrf,8000605_hrf,8000734_hrf,8000735_hrf,8000757_hrf,8000758_hrf,8000809_hrf,8000821_hrf,8000834_hrf,9000133_hrf,8000314_hrf,8000625_hrf,8000626_hrf,ydd_hrf,ydd_hinfw,ydd_hrel,mjd_hrf,mjd_hinfw,mjd_hrel
76556,2023-06-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351,16.716,8.705,0.0,0.0,0.0
76557,2023-06-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.696,8.698,0.0,0.0,0.0
76558,2023-06-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.6815,0.0,8.712,0.0,0.0,0.0
76559,2023-06-25 23:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5878,11.479,8.7,0.5,0.0,0.0
76560,2023-06-26 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.9403,21.937,8.706,0.0,0.0,0.0
76561,2023-06-26 01:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,0.0,0.5,0.2,4.0,0.5,1.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,1.6719,37.563,8.699,4.0,0.0,0.0
76562,2023-06-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.7862,0.0,8.703,0.0,0.0,0.0
76563,2023-06-26 03:00:00,5.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.5,0.0,1.5,0.0,1.0,0.0,3.5,3.0,0.0,0.0,4.0,2.0,0.2,1.4,0.0,3.8,0.5,0.5,5.4,4.0,2.0,5.5,1.5,1.0,0.5,0.0,4.0,0.0,0.0,3.3957,21.892,8.701,5.5,0.0,0.0
76564,2023-06-26 04:00:00,1.0,6.0,7.0,5.0,5.0,4.0,8.0,7.0,6.0,3.0,5.0,5.0,6.0,7.0,8.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,8.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,6.0,3.0,4.0,3.0,7.0,6.0,6.5,4.5,5.0,6.0,1.5,6.0,7.0,1.0,4.0,3.0,2.0,4.0,7.3,3.3,6.5,2.5,3.5,2.0,4.3,1.0,3.5,1.0,2.0,4.5,5.5,3.0,0.5,4.0,6.5,2.2246,27.145,8.701,0.9,0.0,0.0
76565,2023-06-26 05:00:00,6.0,8.0,15.0,10.0,10.0,11.0,9.0,14.0,4.0,7.0,12.0,8.0,11.0,7.0,6.0,4.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,2.0,3.0,5.0,6.0,6.0,9.0,7.0,3.0,6.0,5.0,4.0,9.0,4.0,6.0,4.0,10.0,4.0,5.0,7.0,10.0,7.0,3.0,10.0,2.0,7.0,4.0,17.0,10.0,8.5,8.5,6.0,10.0,12.0,6.5,6.0,7.0,10.0,13.0,12.8,2.4,6.5,7.9,6.5,5.0,7.3,5.0,13.0,6.5,2.5,3.0,3.5,9.0,2.5,6.5,4.0,10.5921,84.551,8.711,6.1,0.0,0.0
76566,2023-06-26 06:00:00,8.0,6.0,4.0,2.0,2.0,5.0,1.0,2.0,8.0,7.0,4.0,8.0,7.0,14.0,10.0,9.0,10.0,9.0,7.0,14.0,10.0,8.0,9.0,5.0,5.0,9.0,4.0,7.0,10.0,11.0,11.0,6.0,7.0,10.0,12.0,5.0,10.0,5.0,10.0,12.0,9.0,7.0,14.0,9.0,6.0,7.0,6.0,13.0,7.0,2.0,8.0,8.0,7.5,10.0,6.0,1.0,5.5,12.0,11.0,8.0,9.0,8.0,5.2,10.6,13.0,13.5,9.0,5.0,10.5,8.5,9.0,11.0,6.5,7.0,9.0,5.0,12.5,9.5,8.604,37.579,8.714,6.0,0.0,0.0
76567,2023-06-26 07:00:00,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,5.0,7.0,11.0,6.0,13.0,13.0,7.0,11.0,3.0,4.0,5.0,9.0,4.0,2.0,4.0,1.0,11.0,5.0,3.0,4.0,5.0,2.0,7.0,4.0,9.0,5.0,10.0,12.0,3.0,1.0,3.0,9.0,1.0,5.0,7.0,15.0,0.5,1.5,1.0,1.0,7.5,1.0,0.5,4.5,9.0,9.0,4.0,2.0,0.9,7.9,8.1,2.3,4.5,9.0,0.1,4.5,1.5,2.5,6.5,10.5,15.0,4.0,3.5,9.5,13.0,4.157,48.017,8.727,3.0,0.0,0.0
76568,2023-06-26 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,4.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.2,1.2,1.2,0.9,1.5,0.5,0.0,1.0,0.5,0.5,2.0,2.0,6.0,2.0,1.5,1.0,3.5,0.7015,27.123,8.722,1.5,0.0,0.0
76569,2023-06-26 09:00:00,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.0,0.1,4.5,0.5,0.0,1.5,0.0,0.5,0.0,0.5,4.0,0.0,1.5,0.0,3.5,0.3139,27.153,8.705,1.0,0.0,0.0
76570,2023-06-26 10:00:00,0.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0,5.0,2.0,0.0,1.0,1.0,6.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,3.0,0.5,1.4,0.1,3.8,2.0,0.5,1.3,1.5,2.0,0.0,0.0,2.0,5.0,0.0,1.0,0.5,3.0,0.9683,16.705,8.709,1.0,0.0,0.0
76571,2023-06-26 11:00:00,0.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,6.0,6.0,8.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,6.0,4.0,5.0,3.0,4.0,8.0,3.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,0.5,4.0,3.5,0.0,3.0,2.0,0.0,1.0,3.3,0.5,3.4,1.5,3.5,0.5,2.4,0.5,1.0,0.0,0.0,0.5,5.0,1.0,0.0,2.0,5.5,0.2664,16.711,8.713,0.0,0.0,0.0
76572,2023-06-26 12:00:00,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,12.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,9.5,1.5,1.5,0.0,3.0,2.5,0.0,4.0,6.0,0.0,1.0,3.4,0.0,2.9,4.0,1.0,0.5,2.1,0.0,0.5,0.0,0.5,0.0,0.0,6.0,0.5,4.5,0.0,1.3068,68.952,8.711,0.0,0.0,0.0
