date,3003660_hwl
2023-06-13 00:00:00,1.0680054778761638
2023-06-13 01:00:00,1.0676768512293542
2023-06-13 02:00:00,1.067340239198308
2023-06-13 03:00:00,1.0669946512006652
2023-06-13 04:00:00,1.066639210514107
2023-06-13 05:00:00,1.0662730366209798
2023-06-13 06:00:00,1.065895294547647
2023-06-13 07:00:00,1.0655052100458269
2023-06-13 08:00:00,1.0651020468205852
2023-06-13 09:00:00,1.064685129302343
2023-06-13 10:00:00,1.0642539261442403
2023-06-13 11:00:00,1.0638078832274092
2023-06-13 12:00:00,1.0633465602930228
2023-06-13 13:00:00,1.0628696309422958
2023-06-13 14:00:00,1.0623768522738066
2023-06-13 15:00:00,1.0618681028368444
2023-06-13 16:00:00,1.0613432611806983
2023-06-13 17:00:00,1.0608024867094263
2023-06-13 18:00:00,1.0602458325577144
2023-06-13 19:00:00,1.059673625124348
2023-06-13 20:00:00,1.0590861604454345
2023-06-13 21:00:00,1.0584839622771645
2023-06-13 22:00:00,1.0578675391943895
2023-06-13 23:00:00,1.057237506041333
2023-06-14 00:00:00,1.0565945459782435
2023-06-14 01:00:00,1.0559395091600967
2023-06-14 02:00:00,1.0552731774258435
2023-06-14 03:00:00,1.0545964844278233
2023-06-14 04:00:00,1.053910371409045
2023-06-14 05:00:00,1.0532157947938563
2023-06-14 06:00:00,1.0525137945039686
2023-06-14 07:00:00,1.0518053725077463
2023-06-14 08:00:00,1.0510915535455618
2023-06-14 09:00:00,1.0503733927204655
2023-06-14 10:00:00,1.0496519451355075
2023-06-14 11:00:00,1.0489282051683828
2023-06-14 12:00:00,1.048203129243439
2023-06-14 13:00:00,1.047477764873057
2023-06-14 14:00:00,1.0467530229375681
2023-06-14 15:00:00,1.0460297687732867
2023-06-14 16:00:00,1.0453088525351886
2023-06-14 17:00:00,1.044591131968919
2023-06-14 18:00:00,1.039383021862112
2023-06-14 19:00:00,1.043014420887686
2023-06-14 20:00:00,1.0420691168706755
2023-06-14 21:00:00,1.0407642200709306
2023-06-14 22:00:00,1.0405999959378915
2023-06-14 23:00:00,1.0398986180828969
2023-06-15 00:00:00,1.034830161112196
2023-06-15 01:00:00,1.0385568534017482
2023-06-15 02:00:00,1.0377157009599367
2023-06-15 03:00:00,1.0363566750965125
2023-06-15 04:00:00,1.036302470126139
2023-06-15 05:00:00,1.0356565345206343
2023-06-15 06:00:00,1.0350919481193719
2023-06-15 07:00:00,1.0345100625824868
2023-06-15 08:00:00,1.0339328984419849
2023-06-15 09:00:00,1.0333559772029046
2023-06-15 10:00:00,1.0327821074129337
2023-06-15 11:00:00,1.03221158510818
2023-06-15 12:00:00,1.031644873319478
2023-06-15 13:00:00,1.0310819340934811
2023-06-15 14:00:00,1.0305224030780566
2023-06-15 15:00:00,1.0299656047036256
2023-06-15 16:00:00,1.0294105294111544
2023-06-15 17:00:00,1.0288558716055016
2023-06-15 18:00:00,1.0282999841114018
2023-06-15 19:00:00,1.025903890628272
2023-06-15 20:00:00,1.0231505802419383
2023-06-15 21:00:00,1.0311132531955343
2023-06-15 22:00:00,1.0298182090847048
2023-06-15 23:00:00,1.025795533822211
